Species	Au_1	Au_2	Au_3	Au_4	Au_5	Au_6	HC_De_1	HC_De_2	HC_De_3	HC_Sp_1	HC_Sp_2	HC_Sp_3	HLB_De_1	HLB_De_2	HLB_De_3	HLB_Sp_1	HLB_Sp_2	HLB_Sp_3	sus_HLB_1	sus_HLB_2	sus_HLB_3	sus_HLB_4	sus_HLB_5	sus_HLB_6
Aeromonas hydrophila	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	55	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	4	0	0	0	0	2	6	3	0	3	0	49	0	1.088	0	0	0	0
Aeromonas hydrophila	6.183	6	8	3	5.134	4.151	8.3	5.349	6	13.324	7.363	4.005	9.22	5	15.034	13.962	7.012	296.986	7	9.686	7.059	5	7	5.377
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	79	0	0	0	0	0	0
Aeromonas hydrophila	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	3	0	92	0	0	0	0	0	0
Aeromonas hydrophila	6.441	3.035	4	2.544	2.549	3.06	0	7.312	6.107	3.099	8.037	1.03	4.571	3.257	3.7	7.042	3.816	172.504	3.954	4.035	2.971	1.611	5.281	7.823
Aeromonas hydrophila	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	1	84	0	0	1	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	59	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	78	0	0	0	0	0	0
Aeromonas hydrophila	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	58.516	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	56	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	55	0	0	2	1	1	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	113	0	0	0	0	0	0
Aeromonas hydrophila	2	0	0	0	1	0	0	0	1	2	1	0	1	0	0	2	2	55	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	103	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	3	2	83	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	89	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	1	101	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	2	0	0	0	2	0	2	0	0	0	5	0	120	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	75	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	6	1	187	0	0	0	0	0	0
Aeromonas hydrophila	3	0	2	0	3	0	1	2	3	9	1	2	5	0	4	3	2	65	2	1	2	5	1	0
Aeromonas hydrophila	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	87	0	0	0	0	0	0
Aeromonas hydrophila	1	1	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	80	0	0	1	0	0	0
Aeromonas hydrophila	3	0	0	0	1	2	0	0	0	17	4	0	0	1	2	8	1	140	0	0	0	1	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	79	0	0	0	0	0	0
Aeromonas hydrophila	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	186	0	0	1	3	2	1
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	60	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	39	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	73	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	67	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0
Aeromonas hydrophila	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	91	0	0	0	1	0	0
Aeromonas hydrophila	1	0	0	0	0	1	1	1	0	3	0	1	0	1	0	1	0	94	0	0	0	1	0	0
Aeromonas hydrophila	4.927	1.181	4.28	1	2.085	1	6.467	4.446	8.84	8.444	8.035	6.333	7.564	4	2.015	11.181	4.467	293.583	3.266	3.827	2	3.244	5.747	2.013
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	54	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	60	0	0	0	0	0	0
Aeromonas hydrophila	1	0	2	0	0	0	0	0	0	2	0	0	1	0	0	3	1	143	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	54	0	0	0	0	0	0
Aeromonas hydrophila	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	0	40	0	0	0	0	0	0
Aeromonas hydrophila	1.297	0	0	0	2	2	2	1	1	4.252	3	1.123	1	0	0	3.203	0	102	3	2	2	1	0	1
Aeromonas hydrophila	0	0	0	0	0	1	0	1	1	1	1	1	1	0	2	2	2	78	0	3	0	0	0	0
Aeromonas hydrophila	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	57	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	40	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0
Aeromonas hydrophila	0	1	5	1	2	1	0	3	0	3	0	0	0	2	1	0	1	102	2	5	0	0	3	1
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
Aeromonas hydrophila	2	0	1	1	1	1	1	0	1	0	1	2	0	2	1	3	1	78	0	1	1	1	1	1
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Aeromonas hydrophila	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	45	0	0	0	1	0	0
Aeromonas hydrophila	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	94	0	0	0	0	0	0
Aeromonas hydrophila	2	0	6	1	0	0	1	0	0	7	0	0	0	0	0	2	1	181	0	0	0	0	1	0
Aeromonas hydrophila	0	0	0	0	1	2	2	5.614	0	3.076	0	0	2	0	0	2.375	0	83.715	2	0	1	0	1	2
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	42	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	29	0	0	0	0	0	0
Aeromonas hydrophila	1	0	2	0	0	0	0	0	0	1	1	1	0	0	0	2	0	84.817	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
Aeromonas hydrophila	1	0	1	0	0	0	0	1	1	2	0	0	0	0	0	3	0	304	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	68	0	0	0	0	0	0
Aeromonas hydrophila	3	2	1	0	0	1	0	0	1	2	1	0	0	0	0	4	2	99	0	0	0	3	1	0
Aeromonas hydrophila	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	4	0	75	1	0	0	0	0	0
Aeromonas hydrophila	11	0	3	0	0	2	3	0	3	3	2	0	1	1	0	6	3	331	3	5	10	5	2	1
Aeromonas hydrophila	1	2.699	7	2	5.874	2	1	1	4	3	3	0	2	1	1	7	0	149	1	0	2	2	1	1
Aeromonas hydrophila	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	81	2	2	0	1	0	0
Aeromonas hydrophila	1	0	1	0	0	1	0	0	0	2	1	0	0	0	0	2	0	64	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0
Aeromonas hydrophila	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	123	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	54	0	0	0	0	0	0
Aeromonas hydrophila	2	0	1	0	2	1	0	0	1	4.127	2	1	0	2	1	8.192	1	144.127	4	1	3	1	0	1
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	1	87	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	68	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0
Aeromonas hydrophila	4	0	3	0	1	2	0	0	0	9	1	0	0	0	1	5	0	171	0	0	0	0	0	0
Aeromonas hydrophila	2.246	0	4.052	1	2.045	3	3	2.095	2	13	4	2.058	4	2	1	7	4	153.786	1.066	4	4.097	4	5.417	3.02
Aeromonas hydrophila	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	49	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
Aeromonas hydrophila	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	79	0	0	0	0	0	0
Aeromonas hydrophila	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	26	0	0	0	0	0	0
Aeromonas hydrophila	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	119	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	83	0	0	0	0	0	0
Aeromonas hydrophila	4.358	0	2	2	4	1.035	7	4	7	6	4	4	2	3.013	3.186	7	3	163	3	2.038	6.085	2.026	0	6
Aeromonas hydrophila	1	1	4	1	2	1	0	0	1	2	1	2	0	0	1	3	1	107	0	0	0	0	0	0
Aeromonas hydrophila	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	68	0	0	0	0	0	0
Aeromonas hydrophila	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	75	0	0	0	0	0	0
Aeromonas hydrophila	1	3	1	1	1	1	1	0	0	15	2	2	0	0	5	8	3	155	0	0	0	0	1	1
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	2	0	2	0	1.032	0	1	0	99	1	0	2.207	3	2.112	1
Aeromonas hydrophila	3	0	0	0	0	0	0	1	1	3	0	1	0	0	0	1	0	107	1	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	53	0	0	0	1	2	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	70	0	0	0	0	0	0
Aeromonas hydrophila	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	81	0	1	0	0	1	0
Aeromonas hydrophila	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0
Aeromonas hydrophila	0	1	0	0	0	1	2	1	1	0	0	0	0	0	0	1	0	75	1	3	4	3	4	4
Aeromonas hydrophila	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	68	0	0	0	0	1	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	65	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	90	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	42	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	52	0	0	0	0	0	0
Aeromonas hydrophila	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	128	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	1	2	0	0	10	0	0	0	0	0	13	3	848.659	0	1	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	64	0	0	0	0	0	0
Aeromonas hydrophila	0	0	4	2	1	2	0	0	0	2	0	1	1	0	0	5	0	132	0	0	0	3	4	4
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	42	0	0	0	0	0	0
Aeromonas hydrophila	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Aeromonas hydrophila	7	4	2.173	9	3	6	1	4.317	0	2.015	3	5.682	2	1	1	6	1	147.915	2	3	3	3.817	0	2
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	0	107	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	2	1	2	2	0	0	0	0	1	0	45	0	0	1	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	93	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
Aeromonas hydrophila	2	2	3	0	0	1	0	0	0	5	0	1	0	0	0	3	0	206	0	1	1	1	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0
Aeromonas hydrophila	2	0	2	0	1	1	0	0	0	1	0	1	0	0	0	3	0	90	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	21	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0
Aeromonas hydrophila	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0	1	0	73.206	1	0	0	0	0	0
Aeromonas hydrophila	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	3	0	63	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	40	0	0	0	0	0	0
Aeromonas hydrophila	4	1	4	0	0	2	0	0	0	1	2	1	0	1	0	4	2	105	0	1	0	0	3	2
Aeromonas hydrophila	3	0	2	1	0	2	0	0	0	3	1	0	0	0	0	2	2	135	1	0	0	1	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Aeromonas hydrophila	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	36	0	0	0	0	0	0
Aeromonas hydrophila	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	103	0	0	0	0	0	0
Aeromonas hydrophila	1	1	1	1	2	0	1	3	0	0	1	0	1	0	0	4	2	109	1	3	0	0	1	2
Aeromonas hydrophila	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	60	0	0	0	0	0	0
Aeromonas hydrophila	1	3	4	0	2	1	0	2	1	4	0	0	1	2	1	3	1	143	1	2	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	35	0	0	0	0	0	0
Aeromonas hydrophila	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	70	0	1	1	0	0	0
Aeromonas hydrophila	6	2	7	1	3	3	0	2	2	5	2	1	3	2	1	5	0	137.992	0	1	3	2	0	2
Aeromonas hydrophila	1	1.274	6	1	0	0	0	1.432	0	0	0	0	0	0	1	1.101	2	72	1	0	0	3.971	3	1.03
Aeromonas hydrophila	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	83	0	0	0	0	0	0
Aeromonas hydrophila	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
Aeromonas hydrophila	0	4	1	0	2	1	3	1.129	0	1.004	0	1.154	2	0	1.007	2.043	3	115.927	1.402	2	4.811	1.134	2	0
Aeromonas hydrophila	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	62	0	0	0	0	0	0
Aeromonas hydrophila	1	0	3.625	1	1	0	0	0	1	3	3	0	2	2	0	5.243	0	130.018	0	1	0	2	0	1
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	100	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.417	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Aeromonas hydrophila	1	1	4	0	1	0	1	6	0	2	0	1	2	0	1	1	0	70	1	0	1	1	0	1
Aeromonas hydrophila	3	0	0	0	1	0	0	0	1	1	0	0	1	0	1	6	0	105	0	1	0	0	0	0
Aeromonas hydrophila	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	102	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	49	0	0	0	0	0	0
Aeromonas hydrophila	1.026	2	1	0	1.25	0	0	1	2.138	8	2.107	0	2	0	5	9	1	244	0	3	1	4	3	2
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	25	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	1	0	0	0	1
Aeromonas hydrophila	0	0	1.09	1.063	1	0	1.175	0	1	1.118	0	1.197	0	1.423	0	3.037	1.263	62	0	1	1	1.357	5	1.046
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0
Aeromonas hydrophila	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	30	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	2	0	0	0	0	1	2	0	2	0	46	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	42	0	0	0	0	0	0
Aeromonas hydrophila	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	92	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	51	0	0	0	0	0	0
Aeromonas hydrophila	3	1	2	0	0	0	1	0	0	5	0	0	0	0	0	4	0	105.512	0	0	0	0	0	0
Aeromonas hydrophila	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	100	0	0	0	0	0	0
Aeromonas hydrophila	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	146	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	76	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	53	0	0	0	0	0	0
Aeromonas hydrophila	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	3	0	58	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	61	0	0	0	0	0	0
Aeromonas hydrophila	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	90	0	0	0	0	0	0
Aeromonas hydrophila	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	64	0	0	0	0	0	0
Aeromonas hydrophila	0	0	6	0	3	0	0	1	0	1	2	2	0	1	0	3	1	64	0	0	0	0	0	1
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	39	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	64	0	0	1	0	0	0
Aeromonas hydrophila	0	0	2	0	1	0	0	0	0	4	2	0	2	1	0	2	0	105	0	1	0	0	0	2
Aeromonas hydrophila	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	38	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0
Aeromonas hydrophila	0	0	2	0	1	0	0	2	0	0	2	0	1	0	0	4	1	120	1	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	54	0	0	1	1	0	1
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Aeromonas hydrophila	3	0	0	0	0	0	1	0	1	6	0	1	0	1	0	6.507	2	108.867	1	0	0	0	0	1
Aeromonas hydrophila	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	74	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	59	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	57	0	0	0	0	0	0
Aeromonas hydrophila	2	0	8	0	0	1	0	0	0	5	1	0	2	0	1	4	2	208	0	1.184	0	0	1	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	82	0	0	0	0	0	0
Aeromonas hydrophila	0	0	2	1	0	0	0	1	0	0	0	1	0	4	0	4	0	79	1	2	0	1	0	0
Aeromonas hydrophila	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	9	1	148	0	1	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
Aeromonas hydrophila	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	65	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	139	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
Aeromonas hydrophila	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	82	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	34	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	26	0	0	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0
Aeromonas hydrophila	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	61	1	1	0	0	1	2
Aeromonas hydrophila	1	3	0	0	0	1	0	0	0	1	0	1	0	1	1	5	1	102	1	0	1	0	1	0
Aeromonas hydrophila	3	1.043	3	1	1	1	0	1.092	1	4	0	2.035	2	0	1	3	3	65	1	1	0	1	4	0
Aeromonas hydrophila	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	25	0	0	1	1	1	0
Aeromonas hydrophila	0	0	1	0	0	0	3	0	0	0	5	5	0	0	0	3	1	89	0	0	0	2	0	0
Aeromonas hydrophila	0	1	0	3	3	2	1	2	3	7.826	1	0	0	3	2	2	2	92.943	0	0	0	3	1	1
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	37	0	0	0	0	0	0
Aeromonas hydrophila	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	45	0	0	0	0	0	0
Aeromonas hydrophila	1	0	3	0	0	0	0	0	0	3	0	1	0	0	0	3	2	98	0	1	0	0	0	0
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
Aeromonas hydrophila	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	60	0	0	0	0	0	0
Aeromonas hydrophila	1	0	2	0	0	2	0	0	0	1	0	0	0	0	0	2	0	129	0	0	0	0	0	1
Aeromonas hydrophila	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	23	0	0	0	0	0	0
Aeromonas hydrophila	0	1	5	0	0	1	0	0	0	7	0	0	0	0	0	7	0	200	0	0	0	0	0	0
Aeromonas hydrophila	1.431	1	1.984	1	0	1	3.889	0	0	3	4	0	3.889	2	3	5	4	85	1	4.332	3.751	3	0	1
Aeromonas hydrophila	1.036	0	2	0	0	0	0	0	0	1	0	0	0	0	0	9	1	86	0	0	0	0	0	0
