Species	Au_1	Au_2	Au_3	Au_4	Au_5	Au_6	HC_De_1	HC_De_2	HC_De_3	HC_Sp_1	HC_Sp_2	HC_Sp_3	HLB_De_1	HLB_De_2	HLB_De_3	HLB_Sp_1	HLB_Sp_2	HLB_Sp_3	sus_HLB_1	sus_HLB_2	sus_HLB_3	sus_HLB_4	sus_HLB_5	sus_HLB_6
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	21.329	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	2	0	83	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	2	0	0	0	45	0	0	0	0	0	3	1	119	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	28	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	30.536	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	31	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2.372	0	35	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8.8	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	37	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	6.104	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	46	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	47.692	2	0	0	0	1	11.517	3	103.105	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	30	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	2	0	15.246	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	50	0	0	0	0	0	0
Rahnella aceris	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	2	0	35	0	0	0	0	1	1
Rahnella aceris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0
Rahnella aceris	1	0	0	0	0	0	0	0	0	13.355	1	0	0	0	0	3.644	1.265	4.772	0	0	0	0	0	0
Heterodera glycines	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0
Ovis aries	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	1	0	1	0	0	19	0
Acinetobacter baumannii	1	0	0	0	0	0	0	0	0	65	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Organic Lake phycodnavirus 2	17	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudarthrobacter phenanthrenivorans	3	3	2	1	2	1	2	0	0	23	13	14	1	1	6	22	13	41	1	0	1	0	0	0
Pseudarthrobacter phenanthrenivorans	12	10	10	7	4	7	3	2	1	65	52	70	5	0	25	71	59	149	0	1	1	1	0	0
bacterium enrichment culture clone P43-9H:P46-4G	2	0	1	0	0	2	0	0	0	1	0	0	0	0	6	2.155	0	9	0	0	0	0	0	1
Pseudopedobacter saltans	3	0	2	2	3	1	2	0	0	2	7	0	0	0	0	12	0	2	0	0	0	1	0	1
Agrobacterium tumefaciens	3.087	0	5.084	0	1.151	0	0	1	0	1.137	1	1	0	2	0	1.099	0	2.099	1	1.137	1	0	2	13
Agrobacterium tumefaciens	3	3	7.744	3	2.973	3.552	2	0	5.089	6.08	4.457	1.027	2.172	2	2.764	7.273	1	7.664	3	1	0	11	4	15
Agrobacterium tumefaciens	0	1	1	1	1	3	1	0	1	0	3	0	1	1	1	4	2	10	3	2	5	24	5	21
Trinickia soli	4.677	3.118	1.109	4	4.762	3.385	3.703	0	2.239	3.937	3.093	0	26.697	4.784	10.405	23.703	3.364	24.929	1.416	0	3	2	0	0
Pseudomonas fluorescens	5	5	3	4	7	13	28	13	22	22	13	31	22	13	39	10	33	28	0	0	0	0	0	0
Lactococcus lactis	0	1	1	2	0	0	0	0	0	2	1	0	0	0	0	4	0	4	0	0	0	0	0	0
Lactococcus lactis	5	8	11	12	6	8	0	0	0	4	6	1	0	0	0	78	14	50	0	0	0	0	0	0
Lactococcus lactis	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2	2	7	0	0	0	0	0	0
Lactococcus lactis	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	3	0	0	0	0	0	0
Lactococcus lactis	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	5	0	0	0	0	0	0
Lactococcus lactis	0	0	0	4	1	1	0	0	0	2	0	0	0	0	0	5	0	2	0	0	0	0	0	0
Lactococcus lactis	1	5	6	8	8	7	0	0	0	9	3	1	0	0	0	36	12	24	0	0	0	0	0	0
Physarum polycephalum	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudonocardia dioxanivorans	2.405	9.868	5.51	5.67	3	12.586	1.707	0	6.714	4.962	2.678	4.948	2.026	5.842	1	4.954	3.567	2	8.927	3	10.901	10.845	7.939	8.995
Fluviicola taffensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	108	0	0	0	0	0	0	0	0
Pseudomonas brassicacearum	2	6	2	5	6	6	5	4	1	5	1	4	3	5	5	3	8	2	1	0	1	7	0	3
Pusillimonas sp. T7-7	4.522	7	2.429	55.842	5.638	6	4	5	10	17	15	6	5.43	6	0	4	9	11	3	5	5	4	1	5.496
Pusillimonas sp. T7-7	1	0	0	11	0	1	1	1	1	4	3	2	1	2	0	0	1	3	0	0	0	0	0	0
Sterkiella nova	0	0	1	0	16	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Haliscomenobacter hydrossis	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas fulva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Mycolicibacter sinensis	0	0	0	0	6	2	2	4	29	4	12	0	0	1	4	8	1	0	0	0	0	0	0	0
Mycolicibacter sinensis	2	1	3	8	8	2	19	14	68	27	31	21	6	7	33	22	14	8	0	0	0	0	0	2
Pantoea agglomerans	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	2	30.967	0	0	0	0	0	0
Desulfofundulus kuznetsovii	1	0	0	1	0	1	2	0	21	1	4	7	0	0	4	5	24	1	0	0	0	0	0	0
Desulfofundulus kuznetsovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	7	11	32	1	0	5	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
Sphingobium chlorophenolicum	2	10	14	10	2	25	1	3	0	0	1	1	2	2	4	3	1	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	5.269	16	40	10	4	52	0	5	0	1	5	1	6	3	4	3	1	11	4	0	0	5	0	4
Sphingobium chlorophenolicum	1	10	15	0	3	2	0	3	0	2	0	0	5	1	0	0	0	2	0	0	0	0	0	0
Sphingobium chlorophenolicum	0	5	3	2	2	17	1	2	1	0	1	0	2	0	0	0	0	3	0	0	1	0	0	1
Sphingobium chlorophenolicum	12	30	17	2	14.191	11	0	2	4	2	4	2	5	2	1	9	4	3	1.155	1	0	2.051	2.11	1.038
Sphingobium chlorophenolicum	1	14.923	15	7	6	9	0	2	0	1	0	2	3	3	0	0	0	0	0	0	1	0	2	0
Sphingobium chlorophenolicum	4.367	8.16	22.273	1.655	0	11.801	1	0	0	0	1	2	3.463	1.403	0	2.736	2	3.696	0	0	0	0	0	0
Sphingobium chlorophenolicum	1	11	11	2	3	19	1	5	0	3	0	1	1	0	1	3.291	3	3.345	0	0	1	1	0	0
Sphingobium chlorophenolicum	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	4.502	3.535	1.271	0	5.909	1.227	3.097	1.223	0	0	1.474	1.249	1.051	0	2.506	6.406	4.574	2.554	6.569	1.207	12.475	44.791	4.14	22.744
Sphingobium chlorophenolicum	6	12	4	2	2	7	1	1	1	3	1	2	4	1	0	2	5	4	3	2	5	3	5	13
Sphingobium chlorophenolicum	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sphingobium chlorophenolicum	2	6	6.553	0	0	6.845	0	3	0	1	1	0	1	0	1	0	0	2.772	0	0	1	0	0	0
Sphingobium chlorophenolicum	1	6.687	10	0	0	1.165	0	1.265	0	0	1	0	2.735	0	0	0	0	1	2	0	0	1.024	0	0
Sphingobium chlorophenolicum	3	5.313	0	1	3	12.835	0	2.735	0	2	0	0	1.265	1	1	0	1	1	0	0	0	0	0	0
Sphingobium chlorophenolicum	1	23	30.641	0	0	0	0	1	0	0	0	0	5	1	0	0	0	5	0	0	0	0	0	1
Sphingobium chlorophenolicum	15.582	40	95.189	3	4	13	0	7.502	4.948	0	1	1	8.502	4	1.114	8.465	5	5.283	0	1	2.193	1	3.152	1
Sphingobium chlorophenolicum	3	6	3	0	3	2	0	0	0	0	1	0	0	1	0	1	1	0	4	1	3	1	3	4
Sphingobium chlorophenolicum	1	5	5	1	1	2	0	0	0	0	2	0	0	0	0	0	2	0	1	1	1	2	3	1
Sphingobium chlorophenolicum	1	5	10	1	2	3	0	0	0	0	2	0	4	1	0	7.793	0	2	1	0	0	0	0	0
Sphingobium chlorophenolicum	1	12	15	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0
Sphingobium chlorophenolicum	0	0	10	63	26	113	0	5	0	3	0	3	2	0	0	0	3	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	1	2	8	27	14	69	1	1	1	3	1	1	2	1	4	4	5	5	0	0	0	0	2	1
Sphingobium chlorophenolicum	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	3	12	5	1	2	6	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	1	9
Sphingobium chlorophenolicum	2	3	8	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	3	12	32	0	2	15	0	6	0	3	1	0	4	0	0	4	0	1	0	0	0	0	0	1
Sphingobium chlorophenolicum	0	4	1	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	5	40	36	11	28	38	2	2	0	4	4	1	10	2	1	1	1	5	0	3	0	2	6	0
Sphingobium chlorophenolicum	4	5	4	7	1	4	12	11	34	27	26	44	41	6	30	38	33	6	0	0	0	0	0	0
Candidatus Protofrankia datiscae	13	4	2	0	4	2	2	0	0	2	1	2	1	5	3	0	1	1	0	0	0	0	0	0
Sinorhizobium meliloti	0	3	1	2	3	3	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	8	0	0
Afipia carboxidovorans	5	10	10	2	4	1	1	0	4	9	20	8	0	3	4	6	1	5	0	0	0	0	0	0
Afipia carboxidovorans	25	17	20	14.575	28	17	4	6	5	17	14	8	7	8	9	7	14	11	17	13	27	7	19	12
Afipia carboxidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	9	7	17
uncultured bacterium	8	3	2	0	1	0	1	2	8	3	2	5	0	4	4	1	4	2	0	0	0	0	0	0
EBPR siphovirus 2	0	0	1	0	0	0	1	0	4	1	2	0	8	4	7	1	1	3	0	0	0	0	0	0
EBPR siphovirus 2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus necator	1	7	1	0	1	1	0	2	1	0	2	1	1	0	1	0	1	0	0	0	0	2	0	6
Cupriavidus necator	3	0	2	2	1	1	0	1	2	2	0	1	13	1	0	3	0	0	0	0	0	0	0	0
Cupriavidus necator	6	23	3	2	16	9	7	3	2	3	1	5	15	12	14	2	23	14	9	5	8	29	6	35
Cupriavidus necator	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Cupriavidus necator	0	1	0	0	3	0	0	0	0	0	0	0	4	2	0	1	0	3	10	0	1	79	1	21
Cupriavidus necator	0	0	2	0	5	1	0	2	0	0	0	0	0	1	0	0	0	1	14	0	2	46	0	12
Cupriavidus necator	2	2	4	15.296	2	8	20	15	33.461	28	21	33	1	6	6	23	5	8	0	0	1	0	1	2.107
Pseudomonas putida	3	1	0	2	1	0	1	2	0	113.324	4	0	1	1	39	27	8	175.348	0	0	1	1	2	3
Pseudomonas putida	2	2	3	2	2	3	1	2	1	54	5	7	0	1	6	17	2	100	0	1	0	0	0	5
Pseudomonas putida	0	5	1	1	1	0	1	0	0	11	0	1	0	0	5	1	5	12	1	0	0	1	0	6
Pseudomonas putida	1	2	1	1	1	0	2	0	0	24.572	1	0	1	0	7.516	5.329	0	29.88	0	0	0	1	0	5
Pseudomonas putida	0	2	1	0	0	2	2	0	0	22	1	0	0	1	5	3	1	31	0	0	0	0	0	0
Pseudomonas putida	0	0	0	2	1	0	1	0	0	16	6	1	0	0	8	9	1	46	0	0	0	1	0	1
Mycobacterium tuberculosis	2	0	3	3	1	1	0	6	13	5	8	8	3	2	9	2	5	3	1	1	0	2	0	1
Xanthomonas campestris	0	1	2	1	2	0	1	2	5	3	5	7	2	1	2	9	12	3	0	0	0	0.943	0	0
uncultured organism	0	1	1	41	0	2	33	26	4	5	2	8	1	3	0	32	1	12	0	0	1	0	0	1
Enterobacter soli	1	1	0	1	4.496	13	0	0	0	1	0	1	0	0	2	10.419	0	7.267	0	0	0	0	0	0
Enterobacter soli	0	1	1	0	2	2	0	0	0	0	0	0	0	0	1	2	1	6	0	0	0	0	0	0
Enterobacter soli	9	1	3	2	15	32	0	0	0	1	0	0	0	0	6	26	1	19	0	0	0	0	0	0
Enterobacter soli	13.063	2	0	1	7.939	10.957	0	0	0	2.468	0	0	0	0	5	14.566	0	17.075	0	0	0	0	0	0
Enterobacter soli	6	1	0	1	8	4	0	0	0	0	0	0	1	0	3	9	0	19	0	0	0	0	0	2
Enterobacter soli	3	0	0	0	3	19	0	0	0	1	0	1	0	0	6	15	0	10	0	0	0	0	0	0
Enterobacter soli	3	3	0	3	6	8	0	0	0	0	0	0	0	0	3	8	0	3	0	0	0	0	0	0
Enterobacter soli	7	1	0	2	3	18	0	0	0	2	0	1	0	0	4	13	1	13	0	0	0	0	0	0
Enterobacter soli	1	0	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Enterobacter soli	5	0	2	1	9	21	0	0	0	7	0	1	0	0	10.91	10	0	10	0	0	0	0	0	0
Enterobacter soli	3	4	0	0	5	13	0	0	0	1	0	0	0	0	5	11	0	7	0	0	0	0	0	0
Enterobacter soli	3	2	0	1	3	8	0	0	0	1	0	1	0	0	1	3	1	8.186	0	0	0	0	0	0
Enterobacter soli	3.279	2	0	0	7	9.772	0	0	0	0	0	0	0	0	1.265	4	0	7.232	0	0	0	0	0	0
Enterobacter soli	4	0	0	1	0	2	0	0	0	2	0	0	0	0	2	2	0	7	0	0	0	0	0	0
Enterobacter soli	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	4.957	0	0	1	0	0	2
Enterobacter soli	2	0	1	0	2	11	0	0	0	0	0	0	0	0	5	3	2	4	0	0	0	0	0	0
Enterobacter soli	11.126	7	3	1	8.451	24.896	0	0	0	3.264	1.482	0	0	0	7	19.445	0	19.206	0	0	0	0	0	0
Enterobacter soli	5	3	0	3	5	12.695	0	0	0	3	0	0	0	0	2	8	0	22.548	0	0	0	0	0	0
Enterobacter soli	0	0	0	0	1	5	0	1	0	2	0	1	0	0	0	4.605	0	13.002	0	0	0	0	0	0
Enterobacter soli	10	1	1	0	6	20	0	0	0	2	0	0	0	0	11	10	1	7	0	0	0	0	0	0
Enterobacter soli	2	1	0	0	3	9	0	0	0	0	2	0	0	0	2	5	0	6	0	0	0	0	0	0
Enterobacter soli	3	1	0	0	1	7	0	0	0	1	0	0	0	0	0	6	0	4	0	0	0	0	0	0
Enterobacter soli	1	1	1	2	2	10	0	0	0	0	1	0	0	0	2	4	0	3	0	0	0	0	0	0
Enterobacter soli	3	0	4	1	4	15	0	0	0	1	2	0	1	0	6	8	2	11.077	0	0	0	0	0	2.464
Enterobacter soli	1	0	0	0.5	2.504	4.697	0	0	0	1.5	0	0	0	0	2	1	0	4.3	0	0	0	0	0	0
Enterobacter soli	14	3	3	0	4	10	0	0	0	1	0	0	0	0	9	8	0	49.849	0	0	0	0	0	2
Enterobacter soli	3	1	0	1	3	12	0	0	0	1	0	0	0	0	6	5	2	13	0	0	0	0	0	0
Enterobacter soli	2.183	1.181	0	0	4	2.298	0	0	0	9.49	5	0	0	0	1.184	14.089	0	41.839	0	0	0	0	0	0
Enterobacter soli	6	1	1	0	5	10	0	0	0	0	0	0	0	0	7	7	0	5	0	0	0	0	0	0
Enterobacter soli	13	3	4	1	7	17	0	0	0	2	0	0	0	1	10	13	1	38	0	0	0	0	0	1
Enterobacter soli	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
Enterobacter soli	2	0	0	1	8	15	0	0	0	1.022	0	0	0	0	7.944	8	0	6.145	0	0	0	0	0	0
Enterobacter soli	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Enterobacter soli	11	8	3	3	7	39	0	0	0	3	1	0	0	0	8	21	0	28	0	0	0	0	0	0
Enterobacter soli	7	1	2	1	5	7	0	0	0	3	1	1	0	0	3	7.41	0	39.944	0	0	0	0	0	0
Enterobacter soli	4	1	1	0	2	9	0	0	0	0	0	0	0	0	2	5	1	5	0	0	0	0	0	0
Enterobacter soli	10.184	0	0	0	10	22	0	0	0	7	1	1	0	0	7	13	0	37	0	0	0	1	0	0
Enterobacter soli	3	0	0	0	1	9	0	0	0	3.261	0	0	0	0	2	8.606	1	8.141	0	0	0	0	0	0
Enterobacter soli	7	5	2	0	3	15	0	0	0	34.482	2	2	0	0	11	14	0	28	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	14	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	13	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	3	7	0	2	3	8	7	2	7	0	3	3	6	2	9	1	10	5	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Pseudomonas phage phiPto-bp6g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Chloracidobacterium thermophilum	2	1	1	5	0	1	8	4	19	11	3	9	32	4	39	9	6	17	0	0	0	0	0	0
uncultured bacterium CSLG7	3	0	1	3	2	3	2	7	13	6	9	30	5	5	1	1	6	5	0	0	0	0	0	0
uncultured bacterium CSL12	0	0	79	0	0	0	1	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0
Xanthomonas oryzae	0	0	0	3	1	4.006	5.116	4	18	71.615	7	3	5	2.013	9	36	1.013	2	0	0	0	0	0	0
Variovorax sp. HH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
Variovorax sp. HH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Variovorax sp. HH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	1	0	1
Pantoea ananatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Pseudoxanthomonas spadix	0	0	3	1	4	3	4	0	17	10	10	17	1	3	5	1	4	3	0	0	0	0	0	0
Pseudoxanthomonas spadix	3.26	6.866	6.35	7.941	0	49.506	28.879	31.707	12.04	7.054	15.035	36.546	9	11.742	13.431	36.131	11.371	11.597	0	1	0	5.792	2	0
Escherichia coli	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	16	0	0	0	0	0	0
uncultured archaeon	4	1	8	2	6	8	37	37	7	16	1	2	42	7	21	10	12	10	4	2	4	2	0	2
Burkholderia sp. YI23	3	2	3	1.043	4	1	1.038	2	2.044	2	0	1	3	1	1.024	2.095	2.045	11.653	3	0	5	18	0	29
Burkholderia sp. YI23	3	5	4	2	2	0	3	1	1	5	1	3	6	0	1	4	3	21	6	0	14	65	3	44
Burkholderia sp. YI23	1	4	2	0	2	1	0	0	0	4	0	3	7	0	0	3	1	12	3	0	2	28	3	19
Burkholderia sp. YI23	3.819	3.291	3.898	2.257	6.488	3.473	1	9.097	3.622	9.782	7.927	8.096	7.811	7.157	4.106	17.993	10.244	21.586	7.595	7.645	7.798	16.177	3.057	16.905
Burkholderia sp. YI23	0	3	0	0	2	0	0	0	1	0	0	0	2	0	3	2	0	3	0	0	1	7	0	13
Burkholderia sp. YI23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.5	0	0	1	10.214	0	3
Burkholderia sp. YI23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	15
Burkholderia sp. YI23	7	0	0	0	1	0	0	0	0	0	1	3	1	1	0	0	4	5	0	0	1	10	0	2
Burkholderia sp. YI23	3.518	4	3.238	2.869	3	0	1.221	3.391	4.057	3.127	2.064	2.347	12.312	1.091	3.129	1.136	2.335	12.131	3.08	5	7.85	27.279	2.04	13.915
Burkholderia sp. YI23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	9
Burkholderia sp. YI23	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	2	4	0	0	0	13	1	7
Burkholderia sp. YI23	8	13.495	12	2	5.362	4.399	4	5	2.728	3	4.543	6	7.277	2	2.151	6	4.226	26	1.201	1	6.795	9	4	18.599
Burkholderia sp. YI23	0	3	1	0	1	1	1	0	0	1	0	2	0	2	0	1	1	6.797	3	1	4	13	3	7
Burkholderia sp. YI23	0	2	1	2	0	2	0	1	0	1	3	2	2	2	1	3	0	8	1	0	2	12	1	10
Burkholderia sp. YI23	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	37.589	0	0	0	0	0	0
Burkholderia sp. YI23	3	1	5	0	0	0	1	0	0	0	0	1	4	0	0	0	0	27	0	0	0	0	0	0
Burkholderia sp. YI23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.505	0	0	1	0	0	0
Burkholderia sp. YI23	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	17	0	0	0	0	0	0
Burkholderia sp. YI23	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0
Burkholderia sp. YI23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	1
Burkholderia sp. YI23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0
Burkholderia sp. YI23	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	4	3	1	9	0	6
Burkholderia sp. YI23	4	3	3	1	4	1	2	1	0	2	0	1	5.088	0	0	3	3	16	3	0	2	30	3	15
Burkholderia sp. YI23	16.361	17.092	0	0	14.47	2.716	0	0	10.385	15.434	0	16.522	5.775	0	2.134	8.703	7.217	0	0	0	0	0	0	3.052
Burkholderia sp. YI23	2	4	1	1	6	2	1	0	1	5	3	0	5	2	0	7	3	11	2	2	2	17	1	26
Burkholderia sp. YI23	2	4	0	1	3	14	1	1	0	0	0	6	1	0	1	3	2	5	1	0	2	5	0	6
Burkholderia sp. YI23	2	0	0	0	1	0	1	0	0	1	0	1	0	0	0	4	3	3	2	0	2	18	1	12
Burkholderia sp. YI23	1	0	0	0	1	1	1	0	1	1	1	3	1	0	2	0	1	1	3	2	3	29	1	23
Burkholderia sp. YI23	28	11	2	2	4	2	3	5	1	3.17	1.187	2	26.721	4	1.032	8.066	5.758	11.609	0	0	0	3.057	0	6
Burkholderia sp. YI23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	2
Burkholderia sp. YI23	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	1	1	2	18	1	14
Burkholderia sp. YI23	2	2	1	0	1	1	1	0	0	1	0	2	0	0	2	1	0	5	3	0	2	12	1	11
Burkholderia sp. YI23	4.533	1	6.873	4	7.694	4	2	1	2	2.479	3	4	5	2.488	5	7	7	14.782	2	0	1.133	19	3.357	24.807
Burkholderia sp. YI23	6	6	3	1	2	0	4	1	1	6	0	5	4	0	3	3	0	26	3	0	2	18	1	22
Burkholderia sp. YI23	8	12	13	2	4	8	7	2	4	7	5	9	8	7	8	7	11	22	16	8	6	45	6	33
Burkholderia sp. YI23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	5
Burkholderia sp. YI23	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	9	1	5
Burkholderia sp. YI23	16.507	13.215	4	2	9.771	4	1	4.545	3	3.289	1	10.584	4	0	3	3	9	16.818	0	0	3	5.152	1	8.56
Burkholderia sp. YI23	11.493	4.554	2	0	5.246	0	0	1	0	4.569	0	0	8	0	0	1	3	18.182	1	0	0	5.688	0	1.057
Burkholderia sp. YI23	0	3	2	0	3	1	0	0	0	5	0	2	2	2	1	1	0	10	1	1	3	31	1	16
